"","Age","Gender","Country","state","family_history","self_employed","remote_work","tech_company","care_options","wellness_program","seek_help","anonymity","leave","treatment","benefits","supervisor","mental_health_interview","mental_health_consequence","phys_health_interview","mental_vs_physical","obs_consequence"
"628",26,"Female","Australia",NA,"Yes","No","No","No","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Yes","No","No","No","Don't know","No"
"629",22,"Female","Netherlands",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","No","Some of them","No","No","Yes","Don't know","No"
"630",39,"Male","United States","FL","No","No","Yes","No","No","Yes","Yes","Don't know","Don't know","No","Don't know","Some of them","No","No","Maybe","Don't know","No"
"631",29,"Male","United Kingdom",NA,"Yes","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","Don't know","No","No","Maybe","No","No","No"
"632",54,"Male","United Kingdom",NA,"Yes","Yes","Yes","Yes","Not sure","No","No","Don't know","Very easy","Yes","Don't know","Yes","Yes","No","Yes","Don't know","Yes"
"633",34,"Female","Australia",NA,"Yes","No","No","No","No","Yes","Yes","Don't know","Don't know","No","Don't know","No","No","Yes","No","Don't know","Yes"
"634",32,"Male","United States","WA","No","No","No","No","Not sure","Yes","Yes","Don't know","Very easy","Yes","Yes","No","No","Maybe","No","Yes","No"
"635",25,"Male","Nigeria",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","No","Yes","No","Maybe","Yes","Don't know","No"
"636",29,"Male","Poland",NA,"No","No","No","Yes","No","No","No","No","Somewhat difficult","No","No","No","No","No","No","Yes","No"
"637",32,"Male","Germany",NA,"No","Yes","Yes","Yes","No","No","No","Don't know","Don't know","No","No","Yes","No","No","Maybe","Don't know","No"
"638",30,"Male","United Kingdom",NA,"Yes","No","No","Yes","Yes","No","Don't know","Yes","Don't know","Yes","Yes","Yes","No","Maybe","Yes","Yes","No"
"639",31,"Male","Germany",NA,"No","No","No","Yes","No","No","Don't know","Don't know","Somewhat easy","No","Don't know","Yes","Maybe","No","Maybe","Don't know","No"
"640",20,"Female","Switzerland",NA,"No","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","Yes","Some of them","No","No","Maybe","Yes","No"
"641",27,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","Don't know","Don't know","Don't know","No","Don't know","Yes","Maybe","No","Maybe","Don't know","No"
"642",32,"Male","United States","CA","No","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","Don't know","Some of them","No","Maybe","No","Don't know","No"
"643",26,"Male","Ireland",NA,"No","Yes","Yes","Yes","No","No","No","Don't know","Somewhat difficult","No","No","Yes","Maybe","Maybe","Maybe","Yes","No"
"644",30,"Male","Italy",NA,"No","No","No","No","No","No","No","Yes","Very easy","No","Don't know","Some of them","No","No","No","Don't know","No"
"645",30,"Male","Ireland",NA,"No","No","Yes","Yes","No","Don't know","No","Don't know","Very difficult","Yes","No","No","No","Maybe","No","No","No"
"646",22,"Male","India",NA,"No","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Very easy","No","Don't know","Some of them","Maybe","Maybe","Maybe","Yes","Yes"
"647",24,"Male","Ireland",NA,"No","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","Don't know","No","No","No","No","Don't know","No"
"648",26,"Male","Netherlands",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","No","No","No","Maybe","No","Don't know","No"
"649",43,"Male","France",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","Don't know","Yes","Maybe","No","Maybe","Don't know","No"
"650",26,"Male","Russia",NA,"No","No","No","Yes","Not sure","No","Don't know","Don't know","Somewhat difficult","No","No","No","No","No","Maybe","Don't know","No"
"651",23,"Male","United States","NC","Yes","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","No","Don't know","No","No","Maybe","Maybe","Don't know","No"
"652",26,"Male","Canada",NA,"No","No","Yes","Yes","Not sure","Don't know","Yes","Don't know","Somewhat easy","No","Yes","Some of them","No","No","No","Yes","No"
"653",26,"Female","Israel",NA,"Yes","No","No","Yes","No","Don't know","Don't know","Don't know","Don't know","No","Don't know","No","No","Maybe","No","Yes","No"
"654",35,"Male","Canada",NA,"Yes","No","No","Yes","No","No","No","Don't know","Don't know","No","Don't know","Some of them","No","Maybe","No","No","No"
"655",28,"Male","United States","IL","No","No","Yes","No","Not sure","No","Don't know","Don't know","Don't know","Yes","Don't know","Yes","No","No","Maybe","Don't know","No"
"656",22,"Male","India",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","No","Yes","Maybe","Maybe","Maybe","Don't know","No"
"657",29,"Female","United States","OH","Yes","No","No","Yes","No","No","No","Don't know","Don't know","Yes","Don't know","No","No","Yes","No","Don't know","No"
"658",29,"Male","Germany",NA,"No","Yes","No","Yes","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","No","Yes","Yes","No"
"659",45,"Male","United States","VA","No","No","Yes","Yes","Not sure","No","Yes","Don't know","Very easy","Yes","Yes","Yes","No","No","Maybe","Yes","No"
"660",33,"Male","Bulgaria",NA,"No","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","Yes","No","Some of them","No","Maybe","Maybe","Don't know","Yes"
"661",38,"Male","United States","MN","No","No","No","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Yes","Yes","No","No","No","Don't know","No"
"662",19,"Trans","United States","MO","Yes","No","No","No","Not sure","No","No","Don't know","Somewhat difficult","Yes","Don't know","No","No","Maybe","Maybe","No","No"
"663",29,"Female","Canada",NA,"No","No","Yes","No","Yes","Yes","Don't know","Yes","Somewhat easy","Yes","Yes","Yes","No","No","Maybe","Don't know","No"
"664",21,"Female","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","No","No","No","Yes","No","Don't know","No"
"665",23,"Female","India",NA,"Yes","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","Yes","Don't know","No","No","Yes","No","Don't know","No"
"666",33,"Female","United States","NC","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Yes","Yes","No","No","No","Yes","No"
"667",49,"Male","United States","NY","Yes","No","No","Yes","Not sure","Yes","Yes","Yes","Somewhat easy","Yes","Yes","Yes","No","Maybe","No","Yes","No"
"668",28,"Male","United States","NM","No","No","Yes","Yes","No","No","No","Don't know","Don't know","No","Don't know","No","No","Maybe","No","Don't know","No"
"669",27,"Female","United Kingdom",NA,"No","No","Yes","Yes","Not sure","Yes","Don't know","Yes","Very easy","Yes","Don't know","Yes","Maybe","No","Maybe","Yes","No"
"670",23,"Male","Canada",NA,"No","No","No","Yes","No","No","No","Don't know","Somewhat easy","Yes","Yes","Some of them","No","Maybe","No","Don't know","No"
"671",29,"Male","Netherlands",NA,"No","No","Yes","Yes","No","No","No","Yes","Somewhat easy","No","No","Yes","No","No","Maybe","Yes","No"
"672",30,"Male","Germany",NA,"No","No","No","Yes","No","No","Don't know","Yes","Somewhat easy","No","Don't know","No","Maybe","No","Maybe","Don't know","No"
"673",28,"Female","Canada",NA,"No","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Somewhat easy","No","Yes","Yes","No","No","No","Don't know","No"
"674",32,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","No","No","No","Yes","Yes","No","No"
"675",32,"Male","United Kingdom",NA,"No","No","No","No","Yes","No","No","Yes","Very easy","Yes","Yes","Yes","No","No","No","Yes","No"
"676",37,"Male","France",NA,"No","No","No","Yes","No","No","No","Don't know","Somewhat easy","No","No","Some of them","No","Maybe","Maybe","No","No"
"677",39,"Female","United States","TX","No","No","Yes","No","Yes","No","No","Don't know","Very difficult","No","No","No","No","Yes","Maybe","No","No"
"678",31,"Male","France",NA,"No","No","No","Yes","No","No","Don't know","Don't know","Don't know","No","Don't know","No","No","Maybe","No","Yes","No"
"679",29,"Male","United States","SC","No","No","No","Yes","No","No","Don't know","Don't know","Somewhat difficult","No","No","No","No","Maybe","No","Don't know","No"
"680",30,"Male","United States","FL","No","No","No","No","No","No","Don't know","Don't know","Don't know","No","Yes","Yes","No","Maybe","No","Don't know","No"
"681",33,"Male","United States","WA","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Very difficult","Yes","No","Yes","No","No","No","Yes","Yes"
"682",37,"Male","United States","CA","Yes","No","No","Yes","Yes","Don't know","Don't know","Yes","Don't know","Yes","Yes","Yes","No","Maybe","No","Don't know","No"
"683",23,"Male","United States","OH","No","No","No","No","Yes","Yes","No","Yes","Somewhat easy","Yes","Yes","Yes","No","No","Maybe","Yes","No"
"684",43,"Male","United States","TN","Yes","No","No","No","Not sure","No","Yes","Don't know","Somewhat easy","Yes","Yes","No","No","Yes","No","No","No"
"685",32,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","Yes","Don't know","Yes","No","Maybe","Maybe","No","Yes"
"686",26,"Male","United States","NY","No","No","No","Yes","Not sure","No","No","Don't know","Don't know","No","Don't know","No","No","Yes","No","No","No"
"687",32,"Male","United States","NY","No","Yes","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Very easy","Yes","Don't know","Yes","Yes","No","Yes","Don't know","No"
"688",37,"Female","United States","MO","No","No","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","No","Don't know","No","No","Yes","No","Don't know","No"
"689",29,"Male","United States","NY","No","No","No","Yes","Yes","No","No","Yes","Very easy","Yes","Yes","Yes","Maybe","No","Maybe","Yes","No"
"690",34,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Somewhat easy","No","No","Yes","No","Maybe","Maybe","Don't know","No"
"691",27,"Male","France",NA,"No","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","Don't know","Yes","No","No","No","Yes","No"
"692",30,"Male","United States","TN","Yes","No","No","Yes","No","No","Don't know","Don't know","Very easy","No","Don't know","Yes","No","No","Maybe","Don't know","No"
"693",29,"Male","United States","CO","No","No","No","Yes","Yes","No","Yes","Yes","Don't know","No","Yes","Some of them","No","Maybe","No","No","No"
"694",32,"Male","United States","PA","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Don't know","Very difficult","Yes","Yes","No","No","Yes","No","No","No"
"695",25,"Male","Germany",NA,"No","No","No","Yes","Yes","Don't know","Yes","Yes","Somewhat easy","No","Yes","Yes","Yes","Maybe","Yes","Yes","No"
"696",37,"Male","United States","NY","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Somewhat easy","No","Yes","Yes","Maybe","No","Maybe","Yes","No"
"697",29,"Male","Netherlands",NA,"Yes","No","No","Yes","No","No","No","Don't know","Very easy","No","No","Yes","No","No","Maybe","Yes","No"
"698",27,"Male","United States","MN","No","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","No","Yes","Yes","No","No","No","Don't know","No"
"699",33,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","Don't know","Some of them","No","Maybe","Maybe","Don't know","No"
"700",30,"Male","Canada",NA,"Yes","No","No","No","No","No","No","No","Very difficult","Yes","Don't know","No","No","Yes","Yes","No","Yes"
"701",29,"Male","Canada",NA,"No","No","Yes","Yes","Yes","No","No","Don't know","Somewhat difficult","No","No","Yes","No","Maybe","Maybe","Don't know","No"
"702",25,"Male","United States","MO","Yes","No","Yes","Yes","No","Yes","Don't know","Don't know","Don't know","Yes","Don't know","Yes","No","Yes","No","No","No"
"703",33,"Male","United States","WY","Yes","No","No","No","Yes","No","No","Don't know","Don't know","Yes","No","Yes","Maybe","No","Maybe","Don't know","No"
"704",31,"Male","South Africa",NA,"No","No","Yes","Yes","No","No","No","No","Don't know","No","No","Some of them","No","No","Maybe","No","No"
"705",21,"Male","Germany",NA,"No","No","Yes","Yes","No","No","No","Don't know","Very easy","No","Don't know","Some of them","No","Maybe","Maybe","No","No"
"706",30,"Male","Switzerland",NA,"Yes","No","No","Yes","No","No","No","No","Very difficult","Yes","Don't know","No","No","Yes","No","No","No"
"707",29,"Male","United States","MN","No","No","No","No","Not sure","Don't know","Don't know","Don't know","Don't know","No","Don't know","Yes","No","No","No","No","No"
"708",43,"Male","Croatia",NA,"No","Yes","Yes","Yes","No","No","No","Yes","Very difficult","Yes","No","No","No","Yes","Maybe","No","Yes"
"709",37,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","Yes","No","Yes","Maybe","Yes","Yes","No","No"
"710",24,"Male","France",NA,"No","No","No","Yes","No","Yes","No","Don't know","Don't know","No","No","Some of them","No","Maybe","No","Don't know","No"
"711",29,"Male","United States","MD","No","No","Yes","Yes","Not sure","No","No","Don't know","Very easy","No","Don't know","Yes","No","No","No","Don't know","No"
"712",31,"Male","United States","KY","No","No","No","No","Yes","Yes","Yes","Yes","Don't know","No","Yes","Yes","No","No","No","Don't know","No"
"713",33,"Male","United Kingdom",NA,"No","Yes","No","No","Not sure","No","No","Don't know","Very easy","No","No","Some of them","No","No","Yes","No","No"
"714",43,"Male","United States","NY","No","No","No","No","Yes","Don't know","Yes","Yes","Don't know","No","Yes","Yes","No","No","Maybe","Don't know","No"
"715",33,"Male","United Kingdom",NA,"No","No","No","Yes","Not sure","No","No","Don't know","Don't know","Yes","Don't know","No","No","Maybe","Maybe","Don't know","No"
"716",27,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","Yes","Yes","Don't know","No","No","Some of them","No","Maybe","Yes","Yes","No"
"717",36,"Male","United States","TN","Yes","No","Yes","No","No","Don't know","Don't know","Don't know","Don't know","Yes","Don't know","No","No","Yes","Maybe","Don't know","No"
"718",37,"Male","Australia",NA,"Yes","No","No","Yes","Yes","No","No","Yes","Very easy","Yes","No","Yes","No","No","Maybe","Yes","Yes"
"719",32,"Male","Belgium",NA,"No","No","No","Yes","Yes","No","No","Don't know","Very difficult","No","No","No","No","Yes","No","No","No"
"720",39,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Very easy","Yes","No","Some of them","No","No","Yes","Yes","No"
"721",31,"Male","United States","TX","Yes","No","No","Yes","Yes","No","Don't know","Don't know","Somewhat easy","Yes","Yes","Yes","Maybe","Maybe","Yes","Don't know","No"
"722",36,"Male","United States","OH","No","No","Yes","Yes","Yes","No","No","Don't know","Very difficult","Yes","Yes","Some of them","Maybe","Maybe","Maybe","Don't know","No"
"723",30,"Male","United States","TX","No","Yes","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","Don't know","Some of them","No","No","Yes","Don't know","No"
"724",28,"Male","Canada",NA,"No","No","No","Yes","Not sure","No","Don't know","Yes","Very easy","No","Yes","Yes","Maybe","No","Maybe","Yes","No"
"725",32,"Male","Italy",NA,"No","No","No","Yes","No","No","No","No","Somewhat difficult","No","No","No","Maybe","Maybe","Maybe","No","No"
"726",35,"Male","United States","CA","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","Yes","Yes","Yes","No","No","No","Yes","No"
"727",19,"Male","Canada",NA,"No","No","No","Yes","Not sure","No","No","Don't know","Somewhat difficult","Yes","Don't know","Yes","No","No","Yes","Don't know","No"
"728",33,"Male","Norway",NA,"Yes","No","No","Yes","Yes","No","No","Don't know","Very easy","No","Yes","Yes","No","No","No","Don't know","No"
"729",42,"Male","Germany",NA,"No","No","Yes","Yes","Not sure","Yes","Yes","Yes","Very easy","No","Don't know","No","No","No","Maybe","Yes","No"
"730",37,"Male","United States","MI","Yes","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","Don't know","Some of them","No","Maybe","No","Don't know","No"
"731",40,"Male","Thailand",NA,"No","Yes","No","Yes","No","No","No","Yes","Very easy","No","No","Yes","Maybe","No","Maybe","Yes","No"
"732",36,"Male","United States","CA","No","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","No","Yes","Yes","No","No","No","Yes","No"
"733",29,"Female","United States","OR","Yes","No","Yes","No","No","No","Don't know","Don't know","Don't know","Yes","Don't know","Yes","No","Maybe","Maybe","Don't know","No"
"734",38,"Female","United States","NC","Yes","No","No","No","Not sure","No","Don't know","Don't know","Don't know","Yes","Yes","No","No","Maybe","No","Don't know","No"
"735",26,"Male","United States","CA","Yes","No","No","Yes","No","Yes","Don't know","Don't know","Somewhat difficult","Yes","Yes","No","No","Yes","Maybe","No","No"
"736",34,"Male","Germany",NA,"No","No","No","Yes","No","No","No","Yes","Somewhat easy","No","No","Some of them","Maybe","Maybe","Maybe","Yes","No"
"737",21,"Male","United States","IL","No","No","No","No","Yes","No","No","No","Don't know","Yes","No","Some of them","No","Yes","Yes","No","Yes"
"738",31,"Male","Canada",NA,"Yes","Yes","Yes","Yes","Yes","No","No","Yes","Somewhat easy","No","No","No","No","No","No","Yes","No"
"739",37,"Female","United States","CA","Yes","No","No","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Yes","Some of them","No","Maybe","Maybe","Yes","No"
"740",37,"Male","Ireland",NA,"Yes","No","No","Yes","No","No","No","Don't know","Very easy","Yes","No","Yes","Maybe","No","Maybe","Yes","No"
"741",38,"Male","Ireland",NA,"Yes","No","No","Yes","No","No","No","No","Very difficult","Yes","No","No","No","Yes","No","No","No"
"742",27,"Female","United States","CA","No","No","No","Yes","Not sure","Yes","Don't know","Don't know","Somewhat easy","Yes","Don't know","No","No","Yes","Maybe","No","No"
"743",39,"Male","Netherlands",NA,"No","Yes","No","Yes","No","Yes","No","Yes","Somewhat easy","No","No","Yes","Maybe","No","Maybe","Yes","No"
"744",33,"Female","United States","AZ","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Yes","No","No","Maybe","No","No","No"
"745",27,"Male","United Kingdom",NA,"No","No","No","Yes","Not sure","No","Don't know","Don't know","Somewhat easy","No","Don't know","No","Yes","No","Yes","Don't know","No"
"746",36,"Female","United States","CA","No","No","Yes","Yes","No","No","No","Don't know","Don't know","Yes","Yes","Some of them","No","Maybe","No","No","No"
"747",28,"Male","United Kingdom",NA,"No","No","No","Yes","Not sure","No","No","Don't know","Somewhat easy","No","Don't know","Yes","Maybe","No","Yes","Don't know","No"
"748",39,"Male","United Kingdom",NA,"No","No","No","No","No","No","No","Don't know","Don't know","Yes","Don't know","Some of them","No","Maybe","No","Don't know","No"
"749",33,"Male","United States","VA","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Very easy","Yes","No","Yes","No","Maybe","No","Yes","No"
"750",32,"Male","United Kingdom",NA,"No","No","No","No","Not sure","No","Don't know","Don't know","Don't know","No","Don't know","Some of them","No","Maybe","Yes","Don't know","No"
"751",28,"Male","United Kingdom",NA,"No","No","No","No","Not sure","No","Don't know","Don't know","Don't know","No","Don't know","Some of them","Yes","No","Yes","No","No"
"752",37,"Male","United Kingdom",NA,"Yes","No","No","Yes","No","No","No","Yes","Somewhat easy","Yes","No","Yes","No","Yes","Maybe","No","Yes"
"753",39,"Male","Canada",NA,"No","No","No","No","Yes","Yes","Yes","Yes","Very easy","Yes","Yes","Yes","No","Yes","Maybe","No","Yes"
"754",43,"Male","United States","VA","No","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","No","Don't know","No","No","Maybe","Maybe","No","No"
"755",32,"Trans","United Kingdom",NA,"No","No","No","No","No","Yes","Yes","Don't know","Don't know","Yes","Don't know","Some of them","Yes","No","Yes","Yes","Yes"
"756",27,"Female","United States","WA","No","No","No","Yes","Not sure","No","Yes","Don't know","Don't know","No","Don't know","Yes","No","Maybe","No","Don't know","No"
"757",31,"Female","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","Don't know","Yes","Maybe","No","Maybe","Don't know","No"
"758",43,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","Don't know","Don't know","Don't know","Yes","Don't know","Yes","Yes","No","Yes","Don't know","No"
"759",33,"Male","United States","WI","No","No","Yes","Yes","Yes","No","No","Yes","Somewhat difficult","Yes","No","Yes","Yes","No","Yes","Don't know","No"
"760",34,"Male","United Kingdom",NA,"Yes","No","No","Yes","Not sure","Don't know","Don't know","Yes","Very easy","Yes","Don't know","Yes","No","No","Maybe","Yes","No"
"761",33,"Male","United States","CA","No","Yes","No","Yes","No","No","No","Don't know","Don't know","No","Don't know","Yes","No","No","Maybe","Don't know","No"
"762",25,"Male","United States","CA","No","No","No","Yes","No","No","No","Don't know","Don't know","No","Don't know","Yes","No","No","No","Don't know","No"
"763",25,"Male","United States","NE","Yes","No","No","No","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","Some of them","No","Maybe","No","No","Yes"
"764",32,"Male","United Kingdom",NA,"Yes","Yes","No","Yes","Yes","No","No","Yes","Somewhat easy","No","No","Yes","No","No","Maybe","No","No"
"765",25,"Male","United States","CO","Yes","No","No","Yes","Yes","Don't know","Don't know","Yes","Don't know","Yes","Yes","Some of them","No","Maybe","Maybe","Don't know","No"
"766",37,"Male","Netherlands",NA,"No","No","Yes","No","No","Don't know","Don't know","Don't know","Somewhat easy","No","Don't know","Yes","No","Maybe","No","Don't know","No"
"767",39,"Male","Switzerland",NA,"No","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Yes","Some of them","No","No","Maybe","Yes","No"
"768",29,"Male","United Kingdom",NA,"No","No","No","Yes","Not sure","No","No","Don't know","Somewhat easy","No","Don't know","Yes","No","No","Maybe","Don't know","Yes"
"769",33,"Male","United States","NY","No","No","No","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Yes","Yes","Some of them","No","Maybe","No","Don't know","No"
"770",37,"Female","United States","TX","No","No","Yes","Yes","Not sure","No","No","Yes","Somewhat difficult","Yes","Don't know","Some of them","No","Yes","Yes","No","Yes"
"771",35,"Female","United States","LA","No","No","No","No","No","No","No","Yes","Very difficult","Yes","Yes","Some of them","No","Yes","Yes","No","Yes"
"772",22,"Female","United States","WA","Yes","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Very difficult","Yes","Don't know","Some of them","No","Yes","Maybe","No","Yes"
"773",38,"Male","United States","MI","No","No","No","Yes","Yes","No","No","Don't know","Somewhat easy","No","Yes","Yes","No","Maybe","Maybe","No","Yes"
"774",32,"Female","United States","CA","Yes","No","No","Yes","No","No","Don't know","Don't know","Don't know","Yes","Yes","Yes","No","Yes","No","Don't know","No"
"775",28,"Male","Brazil",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","Don't know","Yes","Maybe","Maybe","Yes","No","Yes"
"776",27,"Male","Switzerland",NA,"Yes","No","No","Yes","No","No","No","Don't know","Don't know","No","No","Yes","No","Maybe","Yes","No","No"
"777",35,"Female","United States","CA","No","No","Yes","Yes","No","Don't know","Don't know","Don't know","Very easy","Yes","Don't know","No","No","Maybe","Maybe","Yes","No"
"778",29,"Male","United States","MD","No","No","No","No","Yes","Yes","No","Yes","Very easy","No","Yes","Yes","No","Yes","Maybe","Don't know","No"
"779",23,"Male","United States","CA","Yes","No","No","Yes","Yes","No","No","Don't know","Very easy","Yes","No","Yes","Maybe","No","Maybe","Yes","No"
"780",39,"Male","United States","CT","No","No","Yes","Yes","No","No","No","Don't know","Don't know","No","Yes","No","No","Yes","No","Don't know","No"
"781",30,"Female","United States","CA","No","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","No","Yes","No","No","No","No","Yes","No"
"782",32,"Male","United Kingdom",NA,"No","No","No","Yes","Not sure","No","Don't know","Don't know","Somewhat easy","No","Don't know","Some of them","Maybe","Maybe","Maybe","Don't know","No"
"783",28,"Trans","United States","CA","No","No","No","Yes","Yes","No","No","Don't know","Somewhat difficult","Yes","No","Some of them","No","Yes","No","No","Yes"
"784",40,"Female","United States","WA","Yes","No","No","No","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","Yes","No","Maybe","No","Don't know","Yes"
"785",36,"Female","United States","CA","Yes","No","No","Yes","No","No","Don't know","Don't know","Don't know","No","Don't know","Some of them","No","No","Maybe","Yes","No"
"786",27,"Male","United States","IN","No","No","Yes","Yes","Not sure","No","Don't know","Don't know","Very easy","No","Don't know","Yes","Maybe","No","Maybe","Yes","No"
"787",41,"Male","United States","TX","Yes","No","No","Yes","Yes","No","Yes","Don't know","Don't know","No","Yes","Some of them","No","Maybe","Maybe","No","No"
"788",29,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","No","Don't know","No","No","Maybe","Maybe","Don't know","No"
"789",29,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Somewhat difficult","Yes","No","Some of them","No","No","Maybe","No","No"
"790",35,"Male","United States","MO","No","No","No","No","No","No","No","Yes","Very difficult","Yes","No","Some of them","No","Yes","Yes","No","Yes"
"791",28,"Male","United States","NV","No","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Yes","No","Some of them","No","Maybe","No","Don't know","No"
"792",36,"Female","United Kingdom",NA,"No","Yes","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","Don't know","No","No","Maybe","No","Don't know","No"
"793",39,"Female","United States","WA","No","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","No","Don't know","No","No","Yes","Yes","Don't know","No"
"794",39,"Male","United States","FL","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Very difficult","Yes","Yes","Yes","No","Maybe","No","Don't know","No"
"795",44,"Male","United States",NA,"Yes","Yes","Yes","Yes","Yes","No","No","No","Very easy","Yes","No","No","No","Yes","No","Yes","No"
"796",26,"Trans","Germany",NA,"No","Yes","Yes","Yes","Not sure","Yes","Yes","Yes","Very easy","Yes","No","Some of them","Maybe","No","Maybe","Yes","No"
"797",35,"Male","Denmark",NA,"Yes","Yes","No","Yes","Yes","Yes","No","Don't know","Somewhat easy","Yes","No","Some of them","Maybe","No","Yes","Yes","No"
"798",40,"Female","United States","WA","Yes","No","No","No","Not sure","Yes","Don't know","Don't know","Don't know","Yes","Yes","No","No","Yes","No","Don't know","No"
"799",35,"Male","Denmark",NA,"Yes","Yes","No","Yes","Yes","Yes","No","Don't know","Somewhat easy","Yes","No","Some of them","Maybe","No","Yes","Yes","No"
"800",38,"Male","United States","IL","No","No","Yes","Yes","Yes","No","No","No","Very difficult","No","No","No","No","Yes","No","Don't know","No"
"801",34,"Male","United States","FL","No","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","Don't know","Yes","No","No","Maybe","Yes","No"
"802",43,"Male","United States","MA","No","No","No","Yes","No","Yes","Yes","Don't know","Don't know","No","Yes","Yes","No","No","Maybe","Don't know","No"
"803",48,"Female","United States","CA","Yes","No","No","Yes","No","No","No","No","Very difficult","No","Don't know","Some of them","No","Yes","No","No","Yes"
"804",20,"Male","United States","WA","No","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","Don't know","Yes","Maybe","No","Maybe","Yes","No"
"805",40,"Male","United States","MI","No","Yes","Yes","Yes","Not sure","No","No","Don't know","Somewhat easy","No","Don't know","No","No","Yes","No","Don't know","No"
"806",29,"Female","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Don't know","Yes","Don't know","No","No","Maybe","Maybe","Don't know","No"
"807",35,"Male","United States","MI","Yes","No","No","No","Yes","No","No","Yes","Don't know","Yes","No","Yes","No","No","No","Yes","No"
"808",29,"Male","United States","WI","Yes","No","Yes","No","Yes","No","Yes","Yes","Very easy","No","Yes","No","No","Maybe","No","Yes","No"
"809",40,"Male","United States","CA","No","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","No","Yes","Some of them","No","Maybe","Maybe","Don't know","No"
"810",29,"Male","Sweden",NA,"No","No","No","Yes","Yes","No","No","Yes","Very easy","Yes","No","Yes","No","No","No","Yes","No"
"811",29,"Female","United States","CA","Yes","No","No","Yes","Not sure","Don't know","No","Don't know","Don't know","Yes","Yes","Yes","No","No","Maybe","Don't know","No"
